video_id,title,description,view_count,like_count,comment_count,duration
jwXKeO5gbao,Kozalak Adam Ve Yarasa Uçuşu !,"Bu sefer Ceyda Kasbalı''nın yakından tanıdığı bir sporu Fırat Albayram test ediyor. Uzaktan bakınca basit görünse de gerçekten çok zormuş. Yer çekimine meydan okumak kolay değil iyi seyirler.


Bize destek olmak için kanalımıza katılabilirsiniz :) 
https://www.youtube.com/channel/UC4-bGrwiQOCVpvQwEGWaqGA/join iletişim: noluyoya@temtalent.com",7065808,280722,9349,1569
PsjFYIQco7E,Bir anda hayat tersine dönse :),Videonun Tam Hali Yakında Kanalda olacak :D iletişim: noluyoya@temtalent.com,6175688,147466,924,16
xSdg5aAaMNo,Motosiklet uzun sürüşlere hazırlık !!,Gelecek içeriklerimiz için sizlere kısa bir tanıtım oldu iyi seyirler :) iletişim: noluyoya@temtalent.com,3312769,95888,835,15
xmUOqvd3exU,Kaos Pizzası Deniz Kemal Bey İle 3. Gün,"Deniz Kemal Bey ile kaldığımız 3. gün ardından pizza yapmak için yeni evde mutfağa girdik. Bu zamana kadar çektiğimiz en sesli en karmaşık video oldu iyi seyirler.

Trendyol Destekleri İle 
Trendyol Market'ten yapacağınız 60tl ve üzeri alışverişlerde 30 tl indirim kodu kazanmak için Sınrlı sayıda NOLUYOYA30  kodu ile alışveriş Yapabilirsiniz :  https://www.ty.gl/noluyoya_tygo_youtube_2

Pizza Malzemeler
280gr Un
200gr Ilık Su
1 Paket Kuru Maya
1 Çay Kaşığı Şeker
1 Tatlı Kaşığı Tuz
Fesleğen , Biberiye , Kekik
Sosis, Sucuk , Salam
Rende Kaşar
Mısır ve Siyah Zeytin


Bize destek olmak için kanalımıza katılabilirsiniz :) 
https://www.youtube.com/channel/UC4-bGrwiQOCVpvQwEGWaqGA/join iletişim: noluyoya@temtalent.com",4739321,171243,6316,1546
HPM_s7H5WNs,Kabus Gibi Bir Akşam Yemeği,"Pelin ve Utku için ellerimiz ile mangaldan tavaya kabus gibi bir akşam yemeği hazırladık. Uzun süredir aranan romantizmi sonuna kadar yaşadılar. İyi seyirler.

Mangal yatağında yağda köfte tarifi
1 Adet Yanmayan Mangal
8 Adet Köfte
100 gr Çedar Peyniri
10 gr Dökülmüş Çiçek Yaprağı
40gr Tereyağı



Bize destek olmak için kanalımıza katılabilirsiniz :) 
https://www.youtube.com/channel/UC4-bGrwiQOCVpvQwEGWaqGA/join iletişim: noluyoya@temtalent.com",4135586,163755,5540,1568
eeMJrP-4s7Y,Yeni Bir Motosiklet Aldık ! Can Mobil !!,"Yeni bir motosiklet aldık. 5 senedir bekledim ve dayanamayıp uzun süredir hayalini kurduğum motosikleti satın aldım. Bmw  GS 1250 r motorumuz ve yeni ekipman alışverişimiz videoda iyi seyirler.

Mototaş Destekleri İle 
Mototas 'dan aldığımız ekipmanlar için : https://bit.ly/3BvQuM2
Adarat ileri sürüş akademisi : https://www.instagram.com/adaratakademi


Bize destek olmak için kanalımıza katılabilirsiniz :) 
https://www.youtube.com/channel/UC4-bGrwiQOCVpvQwEGWaqGA/join iletişim: noluyoya@temtalent.com",4257965,129683,4672,1544
pawQA3UB53M,Her Vuruş Bir Milyon Dolar ! Kralların Sporu,"Bu sporda her vuruş bir milyon dolar ! Bodrum tatilimizde golf oynamayı deneyimlediğimiz bu videoda bize en çok keyif veren harika doğası oldu. Kısa bir eğitimin ardından bakalım bu sefer hangimiz daha başarılı olduk iyi seyirler. #Noluyoya

Ramazan Hocanın Youtube Kanalı : https://www.youtube.com/channel/UCGikHULwEE8ifH6BvcC4fwg



Bize destek olmak için kanalımıza katılabilirsiniz :) 
https://www.youtube.com/channel/UC4-bGrwiQOCVpvQwEGWaqGA/join iletişim: noluyoya@temtalent.com",2248803,104618,3216,1862
544Mt3Wjhuk,Karpuz Gibi Bir Noluyo Ya Tatili !,"Karpuz Gibi bol kahkahalı tam 7 günlük bir tatil yaptık. Bu sene ki tatil videosu Bodrum'da geçiyor . Bu sefer karpuz ve şişme cancık ayrıca Utku ve Pelin bizlere eşlik etti. İyi seyirler  #Noluyoya

GeForce Now Destekleri İle 
GeForce NOW’a katılmak için: https://bit.ly/36jlCQu 

En popüler oyunları istediğiniz cihazdan, istediğiniz yerden oynayın! GeForce NOW powered by GAME+ sayesinde 1000’den fazla oyun, tek tuşla oynamaya hazır. 
GAME+’ın destekleri ile.


Bize destek olmak için kanalımıza katılabilirsiniz :) 
https://www.youtube.com/channel/UC4-bGrwiQOCVpvQwEGWaqGA/join iletişim: noluyoya@temtalent.com",13514845,285345,10148,3110
g-uIHyYpV2w,Ferit Wtcn Karakaya'nın Sihirli Evi ve Gizli Geçit Çağrı Ergün @wtcNFerit @AyniSinemalar,"Bu hafta Wtcn ev turu ile geliyoruz  , Wtcn ile başlıyor hype ile bitiyor .Wtcn'nın evinde Çağrı Ergün'den kurtulmak için çok çaba sarf ettik.  Bizleri harika ağırladılar ve  sizlere de çok eğlenceli bir video oldu iyi seyirler.

Wtcn  canlı yayınları kaçırmamak için : https://www.twitch.tv/wtcn
Hype  canlı yayınları kaçırmamak için : https://www.twitch.tv/hype



Bize destek olmak için kanalımıza katılabilirsiniz :) 
https://www.youtube.com/channel/UC4-bGrwiQOCVpvQwEGWaqGA/join iletişim: noluyoya@temtalent.com",4974720,247628,6323,1504
jxVwhqRtBp0,Kutuda Ne Var ? Bu Düşündüğüm Şey Olamaz !,"Kutuda ne var ? Ellerini kullanarak tahmin et daha öncesinde korku dolu dokunuşlar yapan ceyda kasabalı bakalım bu sefer başarılı olabildi mi ? Bu düşündüğüm şey olamaz dediklerimiz ne çıktı iyi seyirler.
#noluyoya


Bize destek olmak için kanalımıza katılabilirsiniz :) 
https://www.youtube.com/channel/UC4-bGrwiQOCVpvQwEGWaqGA/join iletişim: noluyoya@temtalent.com",5899693,235485,7513,1827
QLH8rlwn-xc,Mangalda Kilosu 10.000 Tl'lik Et Testi ! @MendeburLemur,"Bu sefer sizlere harika bir vlog serisi ile geliyoruz. Temuçin ve Ayşe'nin evine konuk olduk. Birbirinden lezzetli yemekleri yerken kapanışı kilosu 10.000 tl lik bir et ile kapatıyoruz. Bu videomuzdaki asıl sürpriz ise Mendebur Lemur oluyor.  #yemek 


Bize destek olmak için kanalımıza katılabilirsiniz :) 
https://www.youtube.com/channel/UC4-bGrwiQOCVpvQwEGWaqGA/join iletişim: noluyoya@temtalent.com",2873785,142533,6123,1321
bxQAWoJzlQw,Aşırı Pahalı Aşırı Lezzetli Mi  ? Yurtdışı Atıştırmalık Testi,"Yurtdışından gelen en pahalı atıştırmalıkları test ettik. Gerçekten lezzetli mi ? yoksa Türkiye'de satılanlar daha mı güzel ? Çoğu yabancı markalardan ve Türkiye'de bulunması zor ürünler ancak yine de denemek isteyen olursa aşağıdan ulaşabilir. İyi seyirler
#atıştırmalık   #çikolata

Sponsorumuz:
https://ty.gl/w7ftwhwi


Bize destek olmak için kanalımıza katılabilirsiniz :) 
https://www.youtube.com/channel/UC4-bGrwiQOCVpvQwEGWaqGA/join iletişim: noluyoya@temtalent.com",6770952,239300,10839,1925
M7KTQuvQfuc,Benim Yerime Alışveriş Yap | Yok Böyle Tarz !,"Bu hafta beni Fırat Albayram giydirdi. Sadeve seçmedi aynı zamanda kombin oluşturmak için alışverişte yapmış. Bakalım bu saçma kıyafet tarzını beğenecek misiniz ? Umarım keyif alırsınız iyi seyirler.


Bize destek olmak için kanalımıza katılabilirsiniz :) 
https://www.youtube.com/channel/UC4-bGrwiQOCVpvQwEGWaqGA/join iletişim: noluyoya@temtalent.com",2942946,171738,7995,1540
kd3CWjIYkOs,Erkek Buzdolabı Vs Kadın Buzdolabı |  Market Alışverişi,"Ceyda eski dolabından kurtuluyor ve Fırat'ın odasına geçiyor yeni buzdolabını düzenlemek için market alışverişi sonrası soluğu mutfakta alıyoruz sonrası tam bir peynircilik. Evet Noluyo ya peynirlerine hazır olun :) İyi seyirler.


Bize destek olmak için kanalımıza katılabilirsiniz :) 
https://www.youtube.com/channel/UC4-bGrwiQOCVpvQwEGWaqGA/join iletişim: noluyoya@temtalent.com",5776522,268261,12027,1634
oNs3GDZlsmM,Uçağı Denize İndiren İlk Türkler !!!,"Kendi havayolu şirketimiz olsa ve pilotları da biz olsaydık ?Gökyüzünü birbirine katmaya geldik ! bu deneyimi yaşamak isteyenler https://www.flyozu.com ziyaret edebilir iyi seyirler.

Bize destek olmak için kanalımıza katılabilirsiniz :) 
https://www.youtube.com/channel/UC4-bGrwiQOCVpvQwEGWaqGA/join iletişim: noluyoya@temtalent.com",3512850,142184,8435,1633
pk9924dUdz4,Pelin Pqueen Baynazoğlu | Ünlülerde Yatıya KaL !,"Bu hafta yeni serimiz ünlülerde yatıya kal , Pelin Pqueen Baynazoğlu ile başlıyor. Pelin ve Batuhan'ın evinde 1 gece geçirmek için uzun bir yol gittik.  Bizleri harika ağırladılar ve  sizlere de çok eğlenceli bir video oldu iyi seyirler.
#noluyoya  #yatıyakal

Pelin Pqueen canlı yayınları kaçırmamak için : https://www.twitch.tv/pqueen


Bize destek olmak için kanalımıza katılabilirsiniz :) 
https://www.youtube.com/channel/UC4-bGrwiQOCVpvQwEGWaqGA/join iletişim: noluyoya@temtalent.com",11512229,462346,22387,1834
c2lZgZtn78c,Noluyo Ya Resmen Bizi Yavrularına Götürdü,"Ormanda besleme yaparken noluyo ya bir an yaşadık, anne biz yeni doğmuş yavrularına götürdü. Sürüsünden bir hanımefendi verdiğimiz mamayı beğenmedi ve yapması gerekeni yaptı iyi seyiler.


Bize destek olmak için kanalımıza katılabilirsiniz :) 
https://www.youtube.com/channel/UC4-bGrwiQOCVpvQwEGWaqGA/join iletişim: noluyoya@temtalent.com",1007001,75258,7368,1199
C94l4Xe_Z34,İnstagram Hileleri / Hesabınızda Denemeyin !!,"İnstagram hileleri ile harika görünen hayatlara inat , en samimi profil çalışmalarımda Ceyda Kasabalı’yı ne hale düşürdüm . İyi seyirler.. 



Bize destek olmak için kanalımıza katılabilirsiniz :) 
https://www.youtube.com/channel/UC4-bGrwiQOCVpvQwEGWaqGA/join iletişim: noluyoya@temtalent.com",2079231,118196,10753,1598
no0912_652Y,Bir Hamburger İçin 180 Km Değer mi ?,"Bir Hamburger için git gel 180 km yol yaptık. Daha önceki videodan bildiğiniz yol üstü yemek maceramızı mukbang eşliğinde tekrarlıyoruz. Tamamen saçma konulara değinirken yolun nasıl geçtiğini anlamadık umarım eğlenirsiniz iyi seyirler.



Bize destek olmak için kanalımıza katılabilirsiniz :) 
https://www.youtube.com/channel/UC4-bGrwiQOCVpvQwEGWaqGA/join iletişim: noluyoya@temtalent.com",2763624,150935,13014,1474
qYm17iTfz9U,Eve Dev Sinema Odası Kurduk !,"Evi yeniden dekore ettik , salon baştan sona değişti. Dev bir sinema köşesi hazır. Duvar boyası berbat dursa da tv ünitesi küçük gelse de çok güzel bir köşe oldu iyi seyirler.

LG Destekleri İle
Lg Nanocell 86NANO90: http://lgnanocell.co/NoluyoYa

Videoda Bahsettiğimiz Ürünler : https://ty.gl/yxhnwl1u



Bize destek olmak için kanalımıza katılabilirsiniz :) 
https://www.youtube.com/channel/UC4-bGrwiQOCVpvQwEGWaqGA/join iletişim: noluyoya@temtalent.com",3851375,164700,10232,2041
s8zAbHv1StM,Bir Salon Dolusu Hediye ! Bitmeyen Paket Açılışı,"Sizden gelenler bir salonu doldurdu , hediyeleri için herkese çok teşekkür ederiz. Bu sefer Fırat'da unutulmamış , mektuplarınızı ve notlarınızı sonsuza dek saklayacağız bizim için en değerlisi onlar.
  Sizler için hazırladığımız hediye paketine katılmak için : https://gleam.io/6R13T/noluyo-ya-hediye-cekilisi
Hediye Sonucu : https://www.instagram.com/ceydakasabali İnstagramından yayınlanacak :) 


Bize destek olmak için kanalımıza katılabilirsiniz :) 
https://www.youtube.com/channel/UC4-bGrwiQOCVpvQwEGWaqGA/join iletişim: noluyoya@temtalent.com",8608871,209558,12768,3800
_To2MM_2jIU,Noluyo Ya Ev Turu ! Bref İle Sürpriz Hediyemiz Var !,"Beklenen ev turu geldi. Yeni canlar için evimizi bir buçuk yıl sonra tekrar turladık. Bu sefer sizlere güzel hediyelerimiz var. Özellikle yeni eklenen eşyaları göreceğiniz  ve sonraki videoların tüyolarını alabileceğiniz bir video oldu. 

Bref Destekleri İle
Yorumlara bir temizlik anını yaz ve bir yıllık Bref hediyeni kap , 5 kişiye bir yıllık Bref hediye :)
Bref ürünleri : https://bit.ly/37Wrukp

 Ev dekorasyonumuz için iletişim Ceyda Kasabalı :) İyi seyirler



Bize destek olmak için kanalımıza katılabilirsiniz :) 
https://www.youtube.com/channel/UC4-bGrwiQOCVpvQwEGWaqGA/join iletişim: noluyoya@temtalent.com",2659080,125651,9947,1692
Bmr6F8n9dLo,OĞUZHAN UĞUR’UN NEDEN SEVGİLİSİ YOK ? İNSTAGRAM DM’LERİNİ OKUYORUZ ?,"Konuğumuz Oğuzhan Uğur neden yalnız ? Neden sevgilisi yok acaba instagram dmleri yüzünden mi ?

   Hem kendisine hem de Ezgi Ünal, Emine, Orkun Işıtmak, Eypio, Mehtap Yılmaz, Murat Akkoyunlu, Ersay Üner 'e sorduk. 


Bize destek olmak için kanalımıza katılabilirsiniz :) 
https://www.youtube.com/channel/UC4-bGrwiQOCVpvQwEGWaqGA/join iletişim: noluyoya@temtalent.com",5900083,230772,9667,2572
81vYsT-ylkg,İÇ YA DA DÖK ! 4N1K'NIN GÖKHAN’I SİNA ÖZER @OtomatikOynat,"İç ya da dök ! Çarkı çevir ve gelen ürünü şişeye doldur eğer iç gelirse karışımı içmek zorundasın !  4n1k oyuncusu Sina Özer'in bize kendi programında yaptıklarının öcünü alabilecek miyiz ?

Bilender programını izlemek için: https://www.youtube.com/watch?v=e_RebmXJmf0



Bize destek olmak için kanalımıza katılabilirsiniz :) 
https://www.youtube.com/channel/UC4-bGrwiQOCVpvQwEGWaqGA/join iletişim: noluyoya@temtalent.com",2584719,88838,2591,1240
dWd_jMs8DpY,25 KÖPEK İLE NASIL BAŞA ÇIKILIR ? * Ultra Lüx Köpek Oteli *,"Her tarafta birbirinden tatlı köpekler var 25 köpek ile nasıl başa çıkılır ? Köpek otelinde bir gün geçirdik. Birbirinden keyifli karakterleri ile bizlere eşlik ettiler. 



Bize destek olmak için kanalımıza katılabilirsiniz :) 
https://www.youtube.com/channel/UC4-bGrwiQOCVpvQwEGWaqGA/join iletişim: noluyoya@temtalent.com",4762788,141064,5326,1267
aCMrFkCT5WE,GELİNİM MUTFAKTA İYİ Mİ ?,"Leyligül sonunda mutfağa giriyor ! Annemin tarifi ile gelinim mutfakta iyi mi göreceğiz.  Kedi dilli ,kahve aromalı kolay pastamız sizlerle afiyet olsun.



Bize destek olmak için kanalımıza katılabilirsiniz :) 
https://www.youtube.com/channel/UC4-bGrwiQOCVpvQwEGWaqGA/join iletişim: noluyoya@temtalent.com",3013239,192169,4719,965
nQ4Bp6K5324,EN PAHALISI EN LEZZETLİSİ MİDİR ? ATIŞTIRMALIK TESTİ,"Türkiye’de satılan pahalı ve ucuz atıştırmalıkları test ettik. Deniz Kemal ile Hangisi daha lezzetli ? Parasını hakediyor mu ? Komik ve eğlenceli bir video oldu iyi seyirler.



Bize destek olmak için kanalımıza katılabilirsiniz :) 
https://www.youtube.com/channel/UC4-bGrwiQOCVpvQwEGWaqGA/join iletişim: noluyoya@temtalent.com",4822917,177198,6736,1164
JSwvFt25SEQ,ANADOLU JÖLELİ ALMAN PASTASI !,"Anadolu jöleli Alman pastası nasıl yapılır izleyelim.Fırat ve annesinin efsane atışmalarıyla eğlenceli bir video oldu.Videoyu beğenen canlar yorumlarda buluşalım.Hepinize iyi seyirler.



Bize destek olmak için kanalımıza katılabilirsiniz :) 
https://www.youtube.com/channel/UC4-bGrwiQOCVpvQwEGWaqGA/join iletişim: noluyoya@temtalent.com",1699976,84794,4158,1335
8d5HlptkPTA,YAZ KAMPI TURU !,"Saf kan Kangal Toros eşliğinde yaz kampı turunun ilk videosuna hoş geldiniz. Büyük şehrin sıkıntılarından kurtulup ormana yerleşmek isteyenlere keyif verecek bir ortam. 

https://www.instagram.com/gutewoodcarving/



Bize destek olmak için kanalımıza katılabilirsiniz :) 
https://www.youtube.com/channel/UC4-bGrwiQOCVpvQwEGWaqGA/join iletişim: noluyoya@temtalent.com",1616956,70118,2266,1241
xh4QLpj7DTA,DOĞADA KAPIŞMA ! ÇİFTLER YARIŞIYOR,"DOĞADA KAPIŞMA ! ÇİFTLER YARIŞIYOR  birbirinden eğlenceli üç parkur ile karşınızdayız. Çiftlerin karşı karşıya geldiği bu yarışmada bakalım 4 yıllık ilişki mi yoksa 16 yıllık ilişki mi kazanacak ? 



Bize destek olmak için kanalımıza katılabilirsiniz :) 
https://www.youtube.com/channel/UC4-bGrwiQOCVpvQwEGWaqGA/join iletişim: noluyoya@temtalent.com",3279525,127102,4100,1826
HadmLdUMelA,ABİM İLE KOCAM ARASINDA KALDIM !!,"Abim ile Kocam büyük kapışma ! İkisi arasında kaldım  Hangisi beni daha iyi tanıyor ? Elimden geldiğince kışkırtmaya çalıştım arada ben kaldım anladım ki herkes beni tanıyor  :) 
  Kayınbirader Koca  kavgası arayanlar ne yazık ki Türkiye de erkekler pek tartışmıyor :D iyi seyirler 

Trendyol Destekleri İle
Sizler için kullandığımız ürünleri listeledik 👇
https://ty.gl/9zn44nziy  diş ürünleri 
https://ty.gl/ykcjyrmt. spor ürünleri 
https://ty.gl/8ssjjsv.    saç ürünleri
https://ty.gl/ukcde2nz.  kitap önerileri 
https://ty.gl/80mhsluqw. dyson 
https://ty.gl/euvom6bl.  favori tişörtleri
Canlı yayınlar için : www.twitch.tv/beatpug
Telegram Kanalımız: https://t.me/CeydaFirat
İnstagram : ceydakasabali  /  firatalbayram 

İşbirlikleri için
noluyoya@socialand.com.tr iletişim: noluyoya@temtalent.com",5416294,136939,4059,1296
disZHQUP0Ss,KUTUDA NE VAR ?  CANLI OLSA  HAREKET EDER !,"Merhaba Bu hafta sizlere Kutuda ne var ? oynadık. Kutuda ki canlı olsa hareket eder !  Ceyda'nın Youtuba'daki en sevdiği içerikmiş. Bakalım bu videodan sonra sevecek mi ? İyi seyirler :) 


İşbirlikleri için
noluyoya@temagency.com iletişim: noluyoya@temtalent.com",3596648,110473,6608,1545
yNUZbZe5sCI,GÖZLER KAPALI İTİRAF ET ! KİM DAHA KİM ?,"Gözler kapalı itiraf et kim daha kim ? Kadın erkek yada arkadaşlar arasında eğlenebileceğiniz bu oyunu sizlerde deneyin. Umarım keyif alırsınız iyi seyirler. 


Gönderileriniz için:
Ayşeçavuş Cad. Özler Apt. No: 22 Kat:2 Daire:5 Suadiye Kadıköy İstanbul

İşbirlikleri için
noluyoya@socialand.com.tr iletişim: noluyoya@temtalent.com",1485474,64982,2719,1212
M3DuvbbFMfc,EVİNİZDE ROBOT İLE YAŞASAYDINIZ NE OLURDU ?,"Miniada ile bir gün geçirdik. Evimize konuk oldu kendisi ile 2018'de sahneden düştüğü günü hatırladığımız kurgusal bir video çektik.  Sizin evinize gelseydi birlikte yaşasaydınız ne olurdu? 
 
  Umarım yerli robotumuz daha da iyi yerlere gelecektir. Bu video da bize yardımcı olan  Akınsoft'a çok teşekkür ederiz. 

İşbirlikleri için
noluyoya@socialand.com.tr iletişim: noluyoya@temtalent.com",6869121,179263,7572,734
55etekMP2Uc,ANNEM İLE KARIMIN ARASINDA KALDIM !!,"Annem ile Karım  büyük kapışma ! İkisi arasında kaldım  Hangisi beni daha iyi tanıyor ? Elimden geldiğince kışkırtmaya çalıştım arada ben kaldım anladım ki kimse beni tanımıyor :) 
  Yeni Gelin Kaynana kavgası arayanlar ne yazık ki Türkiye değil Amerikan dizisi ilişkisi kurdukları için istediğimiz olmadı.


İşbirlikleri için
noluyoya@temagency.com iletişim: noluyoya@temtalent.com",4346893,142034,2583,1115
8ryS35XtOvQ,Ünlüler Nasıl Fotoğraf Çektirir ? Tüm İpuçları !!,"Bu hafta Hababam Sınıfı yeni filminin fotoğraf çekimindeydik. Türkiye de ünlüler nasıl fotoğraf çektirir ? İnstagram Fotoğraf çekmenin tüm ipuçları nelerdir 
  Bu Fotoğraf çekimi kimlerle oldu ? Yeni filmde kimler oynuyor ? Giray Altınok, Yusuf Çim ve Toygan Avanoğlu ile yine beraberiz ama Mert Denizmen, Chloe Loughnan , Öykü Çelik ve daha bir çok oyuncu kadroya dahil oldu . 

#instagram #ünlüler #Fotoğrafçekimi


İrtibat & İşbirliği:
noluyoya@socialand.com.tr iletişim: noluyoya@temtalent.com",1019613,46595,1006,1382
tylFz0PEgX8,EVDE KOLAY PİZZA VS EN PAHALI PİZZA  ? İLK DEFA HAMUR AÇTIK !! YEMEKSEPETİ,"Evde kolay pizza vs en pahalı pizza denemesi yaptık , ilk defa hamur açtık  bakalım başarılı oldu mu ? Banabi market alışverişi sizi bekliyor! Pizza nasıl yapılır ya da yapılmaz bu videoda göreceksiniz Kolay pizza tarifi aşağıda :) 
Dayanamayıp Yemeksepeti'nden pizza siparişi verenleri yoruma bekliyoruz.

Yemeksepeti Destekleri İle
Yemeksepeti Banabi için : 
http://ymk.st/noluyoya
Yemeksepeti Youtube kanalı için :
http://ymk.st/yemeksepetiyoutube


Videomuzu ve diğer içeriklerimizi beğendiyseniz destek olmak için abone olabilirsiniz. İyi seyirler.

Hamur için;
5 su bardağı un 
1 paket instant maya (yada yarım paket yaş maya)
1 yemek kaşığı toz şeker 
Yarım yemek kaşığı tuz 
4 yemek kaşığı zeytinyağı
2 su bardağı ılık su 

Sosu İçin;
2 çorba kaşığı salça 
2 yemek kaşığı zeytinyağı
1 çay kaşığı siyah sarımsak
1 çay kaşığı kekik

İrtibat & İşbirliği:
noluyoya@socialand.com.tr

instagram Hesaplarımız ! 
@firatalbayram
@ceydakasabali iletişim: noluyoya@temtalent.com",3541455,121291,3890,1457
gcgCj2iOoH0,ERKEKLER NE GİYDİĞİMİZİ SANIYOR ? KADIN VE ERKEK MODA FARKI !!,"Erkekler ne giydiğimizi sanıyor ? Bir erkek için kadın modası ne kadar uzak görmüş olduk.  Fırat'ın moda bilgisi , bilmekte zorlanacağı kadın kıyafetlerini sordum ? Bu seriye Makyaj malzeleri ekleyelim mi ? 

Videomuzu ve diğer içeriklerimizi beğendiyseniz destek olmak için abone olabilirsiniz. İyi seyirler.

İrtibat & İşbirliği:
noluyoya@socialand.com.tr iletişim: noluyoya@temtalent.com",10004268,334149,8001,1861
_W-ITrRM9XY,KÖPEKLER İLE BANYODA SAVAŞ! TEMİZLİK VLOG,"KÖPEKLER İLE BANYODA SAVAŞ! TEMİZLİK VLOG. Köpekler ile banyoda savaş verdik iki küçük köpeği bile yıkamak çok zor. Günlük vlog isteyen izleyicilerimiz için temizlik vlog geliyor. Cinsleri  Pug ve Pekinez merak ettiklerinizi yorumlarda sorabilirsiniz. Köpek bakımı ve köpek eğitimi üzerine eğlenceli bir video oldu. 
  
Köpeklere karşı istemeden kışkırtma yaptığımız için şimdiden özür dileriz.  Umarım beğenirsiniz iyi seyirler. 
#köpekler #vlog #temizlik

İrtibat & İşbirliği:
noluyoya@socialand.com.tr iletişim: noluyoya@temtalent.com",2180621,64332,1783,1381
E3STk0btVQU,KAÇ SEVGİLİM OLDU ? BİRBİRİMİZİ NE KADAR TANIYORUZ ?,"Türkiye'de popüler trend bir içerik birbirimizi ne kadar tanıyoruz ? Ya da tanımıyoruz sonuçlar ortada bu kadarını beklemiyordum. Bu  ilişkideki kadın kim ? kaç sevgilim oldu ? ve daha birçok saçma sorular ve cevapları ile karşınızdayız. Umarım eğlenceli bulduğunuz bir video olur.
 KAÇ SEVGİLİM OLDU ? BİRBİRİMİZİ NE KADAR TANIYORUZ ? videosu da geldiğine göre eksik kaldığımız bir seri varsa yorumlara yazın :) onuda çekelim iyi seyirler. Sevgiye aç Fırat Albayram için yorumlara sevgiliye güzel sözler bırak ...

İrtibat & İşbirliği:
contactbeatpug@gmail.com iletişim: noluyoya@temtalent.com",4443163,139833,3289,1642
Bc3s0QZxpgI,KOCAMA PEMBE ŞOK ( BİLGİSAYARINI BİLE BOYADIM ),"Bütün odayı hatta bilgisayarını bile pembeye boyadım . Kocama pembe bir şok dalgası. Şaka videosu istendi yapıldı sonuçları ne oldu ?  Pembe bir kışkırtma bilgisayar toplama çabalarım sonucu  bilgisayar çalışacak mı ? Boyadığım duvar eski haline gelecek mi ? Yoksa tüm gün pembe bir bilgisayar odası mı olacak ? 
 
 Bilgisayar odasını düzenlememi bekleyen Fırat beklediğine kavuştu. Sprey boyayı yoğun kullandığım bu videomuz da umarım eğlenirsiniz. Komik ve eğlenceli youtube  videolarımız için abone olursanız seviniriz. KOCAMA PEMBE ŞOK ( BİLGİSAYARINI BİLE BOYADIM )

İrtibat & İşbirliği:
Contactbeatpug@gmail.com iletişim: noluyoya@temtalent.com",3639097,106324,2880,1891
fBnLvqGLrm4,Cancık Ceyda Hızlı İşlem,Matematikte çok hızlıyım iletişim: noluyoya@temtalent.com,5484230,187965,1329,54
4YrHzBBrQV4,Bir Günlüğüne Bebek Bakmak !,"Sevgili Zehra bebek ile bir gün geçirdik elimizden geldiğince ilgilenmeye çalıştık ancak zekası ile bizi alt etti iyi seyirler.

Sponsor :  COPA Isı Sistemleri 
En iyi kombi varlığını unutacağınız kombidir. Copa Kombi takın, unutun.
Link: https://www.copa.com.tr/
https://www.instagram.com/copaisisistemleri/


Bize destek olmak için kanalımıza katılabilirsiniz :) 
https://www.youtube.com/channel/UC4-bGrwiQOCVpvQwEGWaqGA/join iletişim: noluyoya@temtalent.com",6199097,171190,5574,1485
jum0vodmCIM,Harfiniz R #shorts,"Bize destek olmak için kanalımıza katılabilirsiniz :) 
https://www.youtube.com/channel/UC4-bGrwiQOCVpvQwEGWaqGA/join iletişim: noluyoya@temtalent.com",14346902,447961,732,58
hJC98tBWUqo,Süpürgemi Parkedeyim  #shorts,"Bize destek olmak için kanalımıza katılabilirsiniz :) 
https://www.youtube.com/channel/UC4-bGrwiQOCVpvQwEGWaqGA/join iletişim: noluyoya@temtalent.com",1302928,66729,325,36
CXDuxSPy-tM,Ben Sana Kostüm Şov  | Vlog,"Cadılar Bayramı için ilginç kostüm arayan varsa partilerde göz doldurmak için bu videoyu izleyebilirsiniz. İyi seyirler.


Bize destek olmak için kanalımıza katılabilirsiniz :) 
https://www.youtube.com/channel/UC4-bGrwiQOCVpvQwEGWaqGA/join iletişim: noluyoya@temtalent.com",4624444,186240,6614,1204
k-et9k5w0rs,Çeri Domates #shorts,"Bize destek olmak için kanalımıza katılabilirsiniz :) 
https://www.youtube.com/channel/UC4-bGrwiQOCVpvQwEGWaqGA/join iletişim: noluyoya@temtalent.com",1412667,66063,372,11
v_nCX3t68lg,Düşük Bütçeli Talk Şov / Giray Altınok @guldurguldurtv,"Salonumuzda karşınızdayız. Düşük bütçeli talkshow 'da bu bölüm evimize konuk olan Giray Altınok umarım keyif alırsınız iyi seyirler :)

Sponsorumuz:
TurkNet GigaFiber’in 1.000 Mbps’ye kadar eşit download ve upload hızı ile şimdi internette özgürlüğün tam zamanı! Siz de aşağıdaki linkten hemen altyapınızı sorgulayın ve  https://turk.net/internet-hiz-altyapi-sorgulama?utm_source=influencer&utm_medium=ytvideo-noluyoya&utm_campaign=october14



Bize destek olmak için kanalımıza katılabilirsiniz :) 
https://www.youtube.com/channel/UC4-bGrwiQOCVpvQwEGWaqGA/join iletişim: noluyoya@temtalent.com",8033765,230848,7849,3511
jf5Y5d0gm54,Kapalı Gişe #shorts,"Bize destek olmak için kanalımıza katılabilirsiniz :) 
https://www.youtube.com/channel/UC4-bGrwiQOCVpvQwEGWaqGA/join iletişim: noluyoya@temtalent.com",1078239,41261,152,25
